"10826: Population, by region, age, contents and year"

"region";"age";"Persons 2024"
"160100aa Trondheim total (2005-2017)";"60 years";0
"160100aa Trondheim total (2005-2017)";"61 years";0
"160100aa Trondheim total (2005-2017)";"62 years";0
"160100aa Trondheim total (2005-2017)";"63 years";0
"160100aa Trondheim total (2005-2017)";"64 years";0
"160100aa Trondheim total (2005-2017)";"65 years";0
"160100aa Trondheim total (2005-2017)";"66 years";0
"160100aa Trondheim total (2005-2017)";"67 years";0
"160100aa Trondheim total (2005-2017)";"68 years";0
"160100aa Trondheim total (2005-2017)";"69 years";0
"160100aa Trondheim total (2005-2017)";"70 years";0
"160100aa Trondheim total (2005-2017)";"71 years";0
"160100aa Trondheim total (2005-2017)";"72 years";0
"160100aa Trondheim total (2005-2017)";"73 years";0
"160100aa Trondheim total (2005-2017)";"74 years";0
"160100aa Trondheim total (2005-2017)";"75 years";0
"160100aa Trondheim total (2005-2017)";"76 years";0
"160100aa Trondheim total (2005-2017)";"77 years";0
"160100aa Trondheim total (2005-2017)";"78 years";0
"160100aa Trondheim total (2005-2017)";"79 years";0
"160100aa Trondheim total (2005-2017)";"80 years";0
"160100aa Trondheim total (2005-2017)";"81 years";0
"160100aa Trondheim total (2005-2017)";"82 years";0
"160100aa Trondheim total (2005-2017)";"83 years";0
"160100aa Trondheim total (2005-2017)";"84 years";0
"160100aa Trondheim total (2005-2017)";"85 years";0
"160100aa Trondheim total (2005-2017)";"86 years";0
"160100aa Trondheim total (2005-2017)";"87 years";0
"160100aa Trondheim total (2005-2017)";"88 years";0
"160100aa Trondheim total (2005-2017)";"89 years";0
"160100aa Trondheim total (2005-2017)";"90 years";0
"160100aa Trondheim total (2005-2017)";"91 years";0
"160100aa Trondheim total (2005-2017)";"92 years";0
"160100aa Trondheim total (2005-2017)";"93 years";0
"160100aa Trondheim total (2005-2017)";"94 years";0
"160100aa Trondheim total (2005-2017)";"95 years";0
"160100aa Trondheim total (2005-2017)";"96 years";0
"160100aa Trondheim total (2005-2017)";"97 years";0
"160100aa Trondheim total (2005-2017)";"98 years";0
"160100aa Trondheim total (2005-2017)";"99 years";0
"160100aa Trondheim total (2005-2017)";"100 years";0
"160100aa Trondheim total (2005-2017)";"101 years";0
"160100aa Trondheim total (2005-2017)";"102 years";0
"160100aa Trondheim total (2005-2017)";"103 years";0
"160100aa Trondheim total (2005-2017)";"104 years";0
"160100aa Trondheim total (2005-2017)";"105 years or older";0
"160101a Midtbyen (2005-2017)";"0 years";0
"160101a Midtbyen (2005-2017)";"1 year";0
"160101a Midtbyen (2005-2017)";"2 years";0
"160101a Midtbyen (2005-2017)";"3 years";0
"160101a Midtbyen (2005-2017)";"4 years";0
"160101a Midtbyen (2005-2017)";"5 years";0
"160101a Midtbyen (2005-2017)";"6 years";0
"160101a Midtbyen (2005-2017)";"7 years";0
"160101a Midtbyen (2005-2017)";"8 years";0
"160101a Midtbyen (2005-2017)";"9 years";0
"160101a Midtbyen (2005-2017)";"10 years";0
"160101a Midtbyen (2005-2017)";"11 years";0
"160101a Midtbyen (2005-2017)";"12 years";0
"160101a Midtbyen (2005-2017)";"13 years";0
"160101a Midtbyen (2005-2017)";"14 years";0
"160101a Midtbyen (2005-2017)";"15 years";0
"160101a Midtbyen (2005-2017)";"16 years";0
"160101a Midtbyen (2005-2017)";"17 years";0
"160101a Midtbyen (2005-2017)";"18 years";0
"160101a Midtbyen (2005-2017)";"19 years";0
"160101a Midtbyen (2005-2017)";"20 years";0
"160101a Midtbyen (2005-2017)";"21 years";0
"160101a Midtbyen (2005-2017)";"22 years";0
"160101a Midtbyen (2005-2017)";"23 years";0
"160101a Midtbyen (2005-2017)";"24 years";0
"160101a Midtbyen (2005-2017)";"25 years";0
"160101a Midtbyen (2005-2017)";"26 years";0
"160101a Midtbyen (2005-2017)";"27 years";0
"160101a Midtbyen (2005-2017)";"28 years";0
"160101a Midtbyen (2005-2017)";"29 years";0
"160101a Midtbyen (2005-2017)";"30 years";0
"160101a Midtbyen (2005-2017)";"31 years";0
"160101a Midtbyen (2005-2017)";"32 years";0
"160101a Midtbyen (2005-2017)";"33 years";0
"160101a Midtbyen (2005-2017)";"34 years";0
"160101a Midtbyen (2005-2017)";"35 years";0
"160101a Midtbyen (2005-2017)";"36 years";0
"160101a Midtbyen (2005-2017)";"37 years";0
"160101a Midtbyen (2005-2017)";"38 years";0
"160101a Midtbyen (2005-2017)";"39 years";0
"160101a Midtbyen (2005-2017)";"40 years";0
"160101a Midtbyen (2005-2017)";"41 years";0
"160101a Midtbyen (2005-2017)";"42 years";0
"160101a Midtbyen (2005-2017)";"43 years";0
"160101a Midtbyen (2005-2017)";"44 years";0
"160101a Midtbyen (2005-2017)";"45 years";0
"160101a Midtbyen (2005-2017)";"46 years";0
"160101a Midtbyen (2005-2017)";"47 years";0
"160101a Midtbyen (2005-2017)";"48 years";0
"160101a Midtbyen (2005-2017)";"49 years";0
"160101a Midtbyen (2005-2017)";"50 years";0
"160101a Midtbyen (2005-2017)";"51 years";0
"160101a Midtbyen (2005-2017)";"52 years";0
"160101a Midtbyen (2005-2017)";"53 years";0
"160101a Midtbyen (2005-2017)";"54 years";0
"160101a Midtbyen (2005-2017)";"55 years";0
"160101a Midtbyen (2005-2017)";"56 years";0
"160101a Midtbyen (2005-2017)";"57 years";0
"160101a Midtbyen (2005-2017)";"58 years";0
"160101a Midtbyen (2005-2017)";"59 years";0
"160101a Midtbyen (2005-2017)";"60 years";0
"160101a Midtbyen (2005-2017)";"61 years";0
"160101a Midtbyen (2005-2017)";"62 years";0
"160101a Midtbyen (2005-2017)";"63 years";0
"160101a Midtbyen (2005-2017)";"64 years";0
"160101a Midtbyen (2005-2017)";"65 years";0
"160101a Midtbyen (2005-2017)";"66 years";0
"160101a Midtbyen (2005-2017)";"67 years";0
"160101a Midtbyen (2005-2017)";"68 years";0
"160101a Midtbyen (2005-2017)";"69 years";0
"160101a Midtbyen (2005-2017)";"70 years";0
"160101a Midtbyen (2005-2017)";"71 years";0
"160101a Midtbyen (2005-2017)";"72 years";0
"160101a Midtbyen (2005-2017)";"73 years";0
"160101a Midtbyen (2005-2017)";"74 years";0
"160101a Midtbyen (2005-2017)";"75 years";0
"160101a Midtbyen (2005-2017)";"76 years";0
"160101a Midtbyen (2005-2017)";"77 years";0
"160101a Midtbyen (2005-2017)";"78 years";0
"160101a Midtbyen (2005-2017)";"79 years";0
"160101a Midtbyen (2005-2017)";"80 years";0
"160101a Midtbyen (2005-2017)";"81 years";0
"160101a Midtbyen (2005-2017)";"82 years";0
"160101a Midtbyen (2005-2017)";"83 years";0
"160101a Midtbyen (2005-2017)";"84 years";0
"160101a Midtbyen (2005-2017)";"85 years";0
"160101a Midtbyen (2005-2017)";"86 years";0
"160101a Midtbyen (2005-2017)";"87 years";0
"160101a Midtbyen (2005-2017)";"88 years";0
"160101a Midtbyen (2005-2017)";"89 years";0
"160101a Midtbyen (2005-2017)";"90 years";0
"160101a Midtbyen (2005-2017)";"91 years";0
"160101a Midtbyen (2005-2017)";"92 years";0
"160101a Midtbyen (2005-2017)";"93 years";0
"160101a Midtbyen (2005-2017)";"94 years";0
"160101a Midtbyen (2005-2017)";"95 years";0
"160101a Midtbyen (2005-2017)";"96 years";0
"160101a Midtbyen (2005-2017)";"97 years";0
"160101a Midtbyen (2005-2017)";"98 years";0
"160101a Midtbyen (2005-2017)";"99 years";0
"160101a Midtbyen (2005-2017)";"100 years";0
"160101a Midtbyen (2005-2017)";"101 years";0
"160101a Midtbyen (2005-2017)";"102 years";0
"160101a Midtbyen (2005-2017)";"103 years";0
"160101a Midtbyen (2005-2017)";"104 years";0
"160101a Midtbyen (2005-2017)";"105 years or older";0
"160102a Østbyen (2005-2017)";"0 years";0
"160102a Østbyen (2005-2017)";"1 year";0
"160102a Østbyen (2005-2017)";"2 years";0
"160102a Østbyen (2005-2017)";"3 years";0
"160102a Østbyen (2005-2017)";"4 years";0
"160102a Østbyen (2005-2017)";"5 years";0
"160102a Østbyen (2005-2017)";"6 years";0
"160102a Østbyen (2005-2017)";"7 years";0
"160102a Østbyen (2005-2017)";"8 years";0
"160102a Østbyen (2005-2017)";"9 years";0
"160102a Østbyen (2005-2017)";"10 years";0
"160102a Østbyen (2005-2017)";"11 years";0
"160102a Østbyen (2005-2017)";"12 years";0
"160102a Østbyen (2005-2017)";"13 years";0
"160102a Østbyen (2005-2017)";"14 years";0
"160102a Østbyen (2005-2017)";"15 years";0
"160102a Østbyen (2005-2017)";"16 years";0
"160102a Østbyen (2005-2017)";"17 years";0
"160102a Østbyen (2005-2017)";"18 years";0
"160102a Østbyen (2005-2017)";"19 years";0
"160102a Østbyen (2005-2017)";"20 years";0
"160102a Østbyen (2005-2017)";"21 years";0
"160102a Østbyen (2005-2017)";"22 years";0
"160102a Østbyen (2005-2017)";"23 years";0
"160102a Østbyen (2005-2017)";"24 years";0
"160102a Østbyen (2005-2017)";"25 years";0
"160102a Østbyen (2005-2017)";"26 years";0
"160102a Østbyen (2005-2017)";"27 years";0
"160102a Østbyen (2005-2017)";"28 years";0
"160102a Østbyen (2005-2017)";"29 years";0
"160102a Østbyen (2005-2017)";"30 years";0
"160102a Østbyen (2005-2017)";"31 years";0
"160102a Østbyen (2005-2017)";"32 years";0
"160102a Østbyen (2005-2017)";"33 years";0
"160102a Østbyen (2005-2017)";"34 years";0
"160102a Østbyen (2005-2017)";"35 years";0
"160102a Østbyen (2005-2017)";"36 years";0
"160102a Østbyen (2005-2017)";"37 years";0
"160102a Østbyen (2005-2017)";"38 years";0
"160102a Østbyen (2005-2017)";"39 years";0
"160102a Østbyen (2005-2017)";"40 years";0
"160102a Østbyen (2005-2017)";"41 years";0
"160102a Østbyen (2005-2017)";"42 years";0
"160102a Østbyen (2005-2017)";"43 years";0
"160102a Østbyen (2005-2017)";"44 years";0
"160102a Østbyen (2005-2017)";"45 years";0
"160102a Østbyen (2005-2017)";"46 years";0
"160102a Østbyen (2005-2017)";"47 years";0
"160102a Østbyen (2005-2017)";"48 years";0
"160102a Østbyen (2005-2017)";"49 years";0
"160102a Østbyen (2005-2017)";"50 years";0
"160102a Østbyen (2005-2017)";"51 years";0
"160102a Østbyen (2005-2017)";"52 years";0
"160102a Østbyen (2005-2017)";"53 years";0
"160102a Østbyen (2005-2017)";"54 years";0
"160102a Østbyen (2005-2017)";"55 years";0
"160102a Østbyen (2005-2017)";"56 years";0
"160102a Østbyen (2005-2017)";"57 years";0
"160102a Østbyen (2005-2017)";"58 years";0
"160102a Østbyen (2005-2017)";"59 years";0
"160102a Østbyen (2005-2017)";"60 years";0
"160102a Østbyen (2005-2017)";"61 years";0
"160102a Østbyen (2005-2017)";"62 years";0
"160102a Østbyen (2005-2017)";"63 years";0
"160102a Østbyen (2005-2017)";"64 years";0
"160102a Østbyen (2005-2017)";"65 years";0
"160102a Østbyen (2005-2017)";"66 years";0
"160102a Østbyen (2005-2017)";"67 years";0
"160102a Østbyen (2005-2017)";"68 years";0
"160102a Østbyen (2005-2017)";"69 years";0
"160102a Østbyen (2005-2017)";"70 years";0
"160102a Østbyen (2005-2017)";"71 years";0
"160102a Østbyen (2005-2017)";"72 years";0
"160102a Østbyen (2005-2017)";"73 years";0
"160102a Østbyen (2005-2017)";"74 years";0
"160102a Østbyen (2005-2017)";"75 years";0
"160102a Østbyen (2005-2017)";"76 years";0
"160102a Østbyen (2005-2017)";"77 years";0
"160102a Østbyen (2005-2017)";"78 years";0
"160102a Østbyen (2005-2017)";"79 years";0
"160102a Østbyen (2005-2017)";"80 years";0
"160102a Østbyen (2005-2017)";"81 years";0
"160102a Østbyen (2005-2017)";"82 years";0
"160102a Østbyen (2005-2017)";"83 years";0
"160102a Østbyen (2005-2017)";"84 years";0
"160102a Østbyen (2005-2017)";"85 years";0
"160102a Østbyen (2005-2017)";"86 years";0
"160102a Østbyen (2005-2017)";"87 years";0
"160102a Østbyen (2005-2017)";"88 years";0
"160102a Østbyen (2005-2017)";"89 years";0
"160102a Østbyen (2005-2017)";"90 years";0
"160102a Østbyen (2005-2017)";"91 years";0
"160102a Østbyen (2005-2017)";"92 years";0
"160102a Østbyen (2005-2017)";"93 years";0
"160102a Østbyen (2005-2017)";"94 years";0
"160102a Østbyen (2005-2017)";"95 years";0
"160102a Østbyen (2005-2017)";"96 years";0
"160102a Østbyen (2005-2017)";"97 years";0
"160102a Østbyen (2005-2017)";"98 years";0
"160102a Østbyen (2005-2017)";"99 years";0
"160102a Østbyen (2005-2017)";"100 years";0
"160102a Østbyen (2005-2017)";"101 years";0
"160102a Østbyen (2005-2017)";"102 years";0
"160102a Østbyen (2005-2017)";"103 years";0
"160102a Østbyen (2005-2017)";"104 years";0
"160102a Østbyen (2005-2017)";"105 years or older";0
"160103a Lerkendal (2005-2017)";"0 years";0
"160103a Lerkendal (2005-2017)";"1 year";0
"160103a Lerkendal (2005-2017)";"2 years";0
"160103a Lerkendal (2005-2017)";"3 years";0
"160103a Lerkendal (2005-2017)";"4 years";0
"160103a Lerkendal (2005-2017)";"5 years";0
"160103a Lerkendal (2005-2017)";"6 years";0
"160103a Lerkendal (2005-2017)";"7 years";0
"160103a Lerkendal (2005-2017)";"8 years";0
"160103a Lerkendal (2005-2017)";"9 years";0
"160103a Lerkendal (2005-2017)";"10 years";0
"160103a Lerkendal (2005-2017)";"11 years";0
"160103a Lerkendal (2005-2017)";"12 years";0
"160103a Lerkendal (2005-2017)";"13 years";0
"160103a Lerkendal (2005-2017)";"14 years";0
"160103a Lerkendal (2005-2017)";"15 years";0
"160103a Lerkendal (2005-2017)";"16 years";0
"160103a Lerkendal (2005-2017)";"17 years";0
"160103a Lerkendal (2005-2017)";"18 years";0
"160103a Lerkendal (2005-2017)";"19 years";0
"160103a Lerkendal (2005-2017)";"20 years";0
"160103a Lerkendal (2005-2017)";"21 years";0
"160103a Lerkendal (2005-2017)";"22 years";0
"160103a Lerkendal (2005-2017)";"23 years";0
"160103a Lerkendal (2005-2017)";"24 years";0
"160103a Lerkendal (2005-2017)";"25 years";0
"160103a Lerkendal (2005-2017)";"26 years";0
"160103a Lerkendal (2005-2017)";"27 years";0
"160103a Lerkendal (2005-2017)";"28 years";0
"160103a Lerkendal (2005-2017)";"29 years";0
"160103a Lerkendal (2005-2017)";"30 years";0
"160103a Lerkendal (2005-2017)";"31 years";0
"160103a Lerkendal (2005-2017)";"32 years";0
"160103a Lerkendal (2005-2017)";"33 years";0
"160103a Lerkendal (2005-2017)";"34 years";0
"160103a Lerkendal (2005-2017)";"35 years";0
"160103a Lerkendal (2005-2017)";"36 years";0
"160103a Lerkendal (2005-2017)";"37 years";0
"160103a Lerkendal (2005-2017)";"38 years";0
"160103a Lerkendal (2005-2017)";"39 years";0
"160103a Lerkendal (2005-2017)";"40 years";0
"160103a Lerkendal (2005-2017)";"41 years";0
"160103a Lerkendal (2005-2017)";"42 years";0
"160103a Lerkendal (2005-2017)";"43 years";0
"160103a Lerkendal (2005-2017)";"44 years";0
"160103a Lerkendal (2005-2017)";"45 years";0
"160103a Lerkendal (2005-2017)";"46 years";0
"160103a Lerkendal (2005-2017)";"47 years";0
"160103a Lerkendal (2005-2017)";"48 years";0
"160103a Lerkendal (2005-2017)";"49 years";0
"160103a Lerkendal (2005-2017)";"50 years";0
"160103a Lerkendal (2005-2017)";"51 years";0
"160103a Lerkendal (2005-2017)";"52 years";0
"160103a Lerkendal (2005-2017)";"53 years";0
"160103a Lerkendal (2005-2017)";"54 years";0
"160103a Lerkendal (2005-2017)";"55 years";0
"160103a Lerkendal (2005-2017)";"56 years";0
"160103a Lerkendal (2005-2017)";"57 years";0
"160103a Lerkendal (2005-2017)";"58 years";0
"160103a Lerkendal (2005-2017)";"59 years";0
"160103a Lerkendal (2005-2017)";"60 years";0
"160103a Lerkendal (2005-2017)";"61 years";0
"160103a Lerkendal (2005-2017)";"62 years";0
"160103a Lerkendal (2005-2017)";"63 years";0
"160103a Lerkendal (2005-2017)";"64 years";0
"160103a Lerkendal (2005-2017)";"65 years";0
"160103a Lerkendal (2005-2017)";"66 years";0
"160103a Lerkendal (2005-2017)";"67 years";0
"160103a Lerkendal (2005-2017)";"68 years";0
"160103a Lerkendal (2005-2017)";"69 years";0
"160103a Lerkendal (2005-2017)";"70 years";0
"160103a Lerkendal (2005-2017)";"71 years";0
"160103a Lerkendal (2005-2017)";"72 years";0
"160103a Lerkendal (2005-2017)";"73 years";0
"160103a Lerkendal (2005-2017)";"74 years";0
"160103a Lerkendal (2005-2017)";"75 years";0
"160103a Lerkendal (2005-2017)";"76 years";0
"160103a Lerkendal (2005-2017)";"77 years";0
"160103a Lerkendal (2005-2017)";"78 years";0
"160103a Lerkendal (2005-2017)";"79 years";0
"160103a Lerkendal (2005-2017)";"80 years";0
"160103a Lerkendal (2005-2017)";"81 years";0
"160103a Lerkendal (2005-2017)";"82 years";0
"160103a Lerkendal (2005-2017)";"83 years";0
"160103a Lerkendal (2005-2017)";"84 years";0
"160103a Lerkendal (2005-2017)";"85 years";0
"160103a Lerkendal (2005-2017)";"86 years";0
"160103a Lerkendal (2005-2017)";"87 years";0
"160103a Lerkendal (2005-2017)";"88 years";0
"160103a Lerkendal (2005-2017)";"89 years";0
"160103a Lerkendal (2005-2017)";"90 years";0
"160103a Lerkendal (2005-2017)";"91 years";0
"160103a Lerkendal (2005-2017)";"92 years";0
"160103a Lerkendal (2005-2017)";"93 years";0
"160103a Lerkendal (2005-2017)";"94 years";0
"160103a Lerkendal (2005-2017)";"95 years";0
"160103a Lerkendal (2005-2017)";"96 years";0
"160103a Lerkendal (2005-2017)";"97 years";0
"160103a Lerkendal (2005-2017)";"98 years";0
"160103a Lerkendal (2005-2017)";"99 years";0
"160103a Lerkendal (2005-2017)";"100 years";0
"160103a Lerkendal (2005-2017)";"101 years";0
"160103a Lerkendal (2005-2017)";"102 years";0
"160103a Lerkendal (2005-2017)";"103 years";0
"160103a Lerkendal (2005-2017)";"104 years";0
"160103a Lerkendal (2005-2017)";"105 years or older";0
"160104a Heimdal (2005-2017)";"0 years";0
"160104a Heimdal (2005-2017)";"1 year";0
"160104a Heimdal (2005-2017)";"2 years";0
"160104a Heimdal (2005-2017)";"3 years";0
"160104a Heimdal (2005-2017)";"4 years";0
"160104a Heimdal (2005-2017)";"5 years";0
"160104a Heimdal (2005-2017)";"6 years";0
"160104a Heimdal (2005-2017)";"7 years";0
"160104a Heimdal (2005-2017)";"8 years";0
"160104a Heimdal (2005-2017)";"9 years";0
"160104a Heimdal (2005-2017)";"10 years";0
"160104a Heimdal (2005-2017)";"11 years";0
"160104a Heimdal (2005-2017)";"12 years";0
"160104a Heimdal (2005-2017)";"13 years";0
"160104a Heimdal (2005-2017)";"14 years";0
"160104a Heimdal (2005-2017)";"15 years";0
"160104a Heimdal (2005-2017)";"16 years";0
"160104a Heimdal (2005-2017)";"17 years";0
"160104a Heimdal (2005-2017)";"18 years";0
"160104a Heimdal (2005-2017)";"19 years";0
"160104a Heimdal (2005-2017)";"20 years";0
"160104a Heimdal (2005-2017)";"21 years";0
"160104a Heimdal (2005-2017)";"22 years";0
"160104a Heimdal (2005-2017)";"23 years";0
"160104a Heimdal (2005-2017)";"24 years";0
"160104a Heimdal (2005-2017)";"25 years";0
"160104a Heimdal (2005-2017)";"26 years";0
"160104a Heimdal (2005-2017)";"27 years";0
"160104a Heimdal (2005-2017)";"28 years";0
"160104a Heimdal (2005-2017)";"29 years";0
"160104a Heimdal (2005-2017)";"30 years";0
"160104a Heimdal (2005-2017)";"31 years";0
"160104a Heimdal (2005-2017)";"32 years";0
"160104a Heimdal (2005-2017)";"33 years";0
"160104a Heimdal (2005-2017)";"34 years";0
"160104a Heimdal (2005-2017)";"35 years";0
"160104a Heimdal (2005-2017)";"36 years";0
"160104a Heimdal (2005-2017)";"37 years";0
"160104a Heimdal (2005-2017)";"38 years";0
"160104a Heimdal (2005-2017)";"39 years";0
"160104a Heimdal (2005-2017)";"40 years";0
"160104a Heimdal (2005-2017)";"41 years";0
"160104a Heimdal (2005-2017)";"42 years";0
"160104a Heimdal (2005-2017)";"43 years";0
"160104a Heimdal (2005-2017)";"44 years";0
"160104a Heimdal (2005-2017)";"45 years";0
"160104a Heimdal (2005-2017)";"46 years";0
"160104a Heimdal (2005-2017)";"47 years";0
"160104a Heimdal (2005-2017)";"48 years";0
"160104a Heimdal (2005-2017)";"49 years";0
"160104a Heimdal (2005-2017)";"50 years";0
"160104a Heimdal (2005-2017)";"51 years";0
"160104a Heimdal (2005-2017)";"52 years";0
"160104a Heimdal (2005-2017)";"53 years";0
"160104a Heimdal (2005-2017)";"54 years";0
"160104a Heimdal (2005-2017)";"55 years";0
"160104a Heimdal (2005-2017)";"56 years";0
"160104a Heimdal (2005-2017)";"57 years";0
"160104a Heimdal (2005-2017)";"58 years";0
"160104a Heimdal (2005-2017)";"59 years";0
"160104a Heimdal (2005-2017)";"60 years";0
"160104a Heimdal (2005-2017)";"61 years";0
"160104a Heimdal (2005-2017)";"62 years";0
"160104a Heimdal (2005-2017)";"63 years";0
"160104a Heimdal (2005-2017)";"64 years";0
"160104a Heimdal (2005-2017)";"65 years";0
"160104a Heimdal (2005-2017)";"66 years";0
"160104a Heimdal (2005-2017)";"67 years";0
"160104a Heimdal (2005-2017)";"68 years";0
"160104a Heimdal (2005-2017)";"69 years";0
"160104a Heimdal (2005-2017)";"70 years";0
"160104a Heimdal (2005-2017)";"71 years";0
"160104a Heimdal (2005-2017)";"72 years";0
"160104a Heimdal (2005-2017)";"73 years";0
"160104a Heimdal (2005-2017)";"74 years";0
"160104a Heimdal (2005-2017)";"75 years";0
"160104a Heimdal (2005-2017)";"76 years";0
"160104a Heimdal (2005-2017)";"77 years";0
"160104a Heimdal (2005-2017)";"78 years";0
"160104a Heimdal (2005-2017)";"79 years";0
"160104a Heimdal (2005-2017)";"80 years";0
"160104a Heimdal (2005-2017)";"81 years";0
"160104a Heimdal (2005-2017)";"82 years";0
"160104a Heimdal (2005-2017)";"83 years";0
"160104a Heimdal (2005-2017)";"84 years";0
"160104a Heimdal (2005-2017)";"85 years";0
"160104a Heimdal (2005-2017)";"86 years";0
"160104a Heimdal (2005-2017)";"87 years";0
"160104a Heimdal (2005-2017)";"88 years";0
"160104a Heimdal (2005-2017)";"89 years";0
"160104a Heimdal (2005-2017)";"90 years";0
"160104a Heimdal (2005-2017)";"91 years";0
"160104a Heimdal (2005-2017)";"92 years";0
"160104a Heimdal (2005-2017)";"93 years";0
"160104a Heimdal (2005-2017)";"94 years";0
"160104a Heimdal (2005-2017)";"95 years";0
"160104a Heimdal (2005-2017)";"96 years";0
"160104a Heimdal (2005-2017)";"97 years";0
"160104a Heimdal (2005-2017)";"98 years";0
"160104a Heimdal (2005-2017)";"99 years";0
"160104a Heimdal (2005-2017)";"100 years";0
"160104a Heimdal (2005-2017)";"101 years";0
"160104a Heimdal (2005-2017)";"102 years";0
"160104a Heimdal (2005-2017)";"103 years";0
"160104a Heimdal (2005-2017)";"104 years";0
"160104a Heimdal (2005-2017)";"105 years or older";0
"160199a Unknown urban district Trondheim (2005-2017)";"0 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"1 year";0
"160199a Unknown urban district Trondheim (2005-2017)";"2 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"3 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"4 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"5 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"6 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"7 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"8 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"9 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"10 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"11 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"12 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"13 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"14 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"15 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"16 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"17 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"18 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"19 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"20 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"21 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"22 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"23 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"24 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"25 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"26 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"27 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"28 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"29 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"30 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"31 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"32 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"33 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"34 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"35 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"36 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"37 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"38 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"39 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"40 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"41 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"42 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"43 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"44 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"45 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"46 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"47 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"48 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"49 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"50 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"51 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"52 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"53 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"54 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"55 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"56 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"57 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"58 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"59 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"60 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"61 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"62 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"63 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"64 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"65 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"66 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"67 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"68 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"69 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"70 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"71 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"72 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"73 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"74 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"75 years";0
